job_title,country,experience_level,education_level,year,salary,ai_risk_score,primary_skill,skill_demand_score,job_openings,job_survival_class,salary_bucket,ai_risk_category,salary_log,ai_risk_category_clean,job_demand_category,experience_level_num,salary_per_opening,risk_adjusted_salary,job_sector
Business Analyst,Germany,Entry,PhD,2034,20400.43,0.84,Excel,68,21133,0,High,High Risk,9.923311258041533,High Risk,Medium Demand,1,0.9652895807703227,3264.0688000000005,Business & Analytics
Business Analyst,Germany,Entry,PhD,2019,13515.75,0.69,Excel,82,25496,0,Medium,High Risk,9.51161095106649,High Risk,Medium Demand,1,0.5300917755030004,4189.882500000001,Business & Analytics
Cloud Engineer,USA,Entry,Bachelor,2025,36285.18,0.35,AWS,74,3368,1,High,Medium Risk,10.499164672427506,Medium Risk,Low Demand,1,10.770311665182547,23585.367000000002,Cloud & DevOps
DevOps Engineer,UK,Mid,Bachelor,2025,37409.57,0.3,Docker,88,30203,2,High,Medium Risk,10.52968183302326,Medium Risk,High Demand,2,1.238563435306582,26186.698999999997,Cloud & DevOps
AI Researcher,Canada,Entry,PhD,2028,30705.2,0.18,Deep Learning,95,23485,2,High,Low Risk,10.33218730033942,Low Risk,Medium Demand,1,1.3073831218598315,25178.264000000003,Data & AI
Cloud Engineer,UK,Entry,Master,2034,35117.68,0.44,AWS,67,39299,1,High,Medium Risk,10.466459986341533,Medium Risk,High Demand,1,0.8935796437659033,19665.900800000003,Cloud & DevOps
Data Analyst,Australia,Mid,Master,2033,23762.51,0.73,SQL,68,41655,0,High,High Risk,10.075864407627737,High Risk,High Demand,2,0.570446274246207,6415.8777,Data & AI
Product Manager,USA,Senior,Bachelor,2019,67019.76,0.34,Strategy,90,29415,2,High,Medium Risk,11.112742780264298,Medium Risk,Medium Demand,3,2.278343758498776,44233.04159999999,Business & Analytics
Business Analyst,USA,Entry,Bachelor,2019,18722.11,0.69,Excel,90,18997,1,Medium,High Risk,9.837460457355087,High Risk,Medium Demand,1,0.985477945046847,5803.854100000001,Business & Analytics
Data Scientist,Canada,Entry,PhD,2022,23500.65,0.32,Python,91,30489,1,High,Medium Risk,10.064783359324199,Medium Risk,High Demand,1,0.7707658248606101,15980.442,Data & AI
Data Scientist,Germany,Mid,Master,2017,26566.69,0.27,Python,94,4996,1,High,Low Risk,10.187413454403412,Low Risk,Low Demand,2,5.31652791675005,19393.683699999998,Data & AI
AI Researcher,Germany,Entry,Master,2027,29106.6,0.17,Deep Learning,63,24382,1,High,Low Risk,10.278720231567128,Low Risk,Medium Demand,1,1.1937251363655006,24158.478,Data & AI
DevOps Engineer,USA,Senior,Master,2035,90403.98,0.4,Docker,71,47932,2,High,Medium Risk,11.412043571959801,Medium Risk,High Demand,3,1.8860488598668974,54242.388,Cloud & DevOps
AI Researcher,Australia,Entry,PhD,2017,27558.79,0.07,Deep Learning,99,32923,2,High,Low Risk,10.224076819954778,Low Risk,High Demand,1,0.837042582918236,25629.6747,Data & AI
Software Engineer,UK,Entry,Bachelor,2023,23763.23,0.43,Java,96,2614,1,High,Medium Risk,10.075894706998143,Medium Risk,Low Demand,1,9.087277246653919,13545.0411,Software Engineering
Software Engineer,India,Entry,PhD,2032,9038.87,0.52,Java,74,32688,1,Low,Medium Risk,9.10928944557307,Medium Risk,High Demand,1,0.2765110587659458,4338.6576000000005,Software Engineering
Data Analyst,USA,Senior,PhD,2022,38100.74,0.62,SQL,82,39501,1,High,High Risk,10.547988983498355,High Risk,High Demand,3,0.964526859399524,14478.2812,Data & AI
Business Analyst,USA,Entry,Bachelor,2022,22525.77,0.72,Excel,76,23072,0,High,High Risk,10.022415266132004,High Risk,Medium Demand,1,0.9762826680535691,6307.2156,Business & Analytics
ML Engineer,India,Senior,Master,2025,24146.21,0.25,Python,60,38132,1,High,Low Risk,10.0918827109472,Low Risk,High Demand,3,0.6332103427477512,18109.6575,Data & AI
AI Researcher,Australia,Senior,Master,2015,48333.9,0.05,Deep Learning,65,47597,2,High,Low Risk,10.785888456803805,Low Risk,High Demand,3,1.0154607336442707,45917.205,Data & AI
DevOps Engineer,Germany,Mid,Bachelor,2028,38771.1,0.33,Docker,94,32126,2,High,Medium Risk,10.565430402715412,Medium Risk,High Demand,2,1.2068073582967598,25976.636999999995,Cloud & DevOps
DevOps Engineer,USA,Entry,Bachelor,2033,41073.54,0.38,Docker,78,41498,2,High,Medium Risk,10.623119397538499,Medium Risk,High Demand,1,0.9897477047639702,25465.5948,Cloud & DevOps
Data Analyst,India,Entry,PhD,2030,5618.46,0.7,SQL,63,17979,0,Low,High Risk,8.633812883984714,High Risk,Medium Demand,1,0.31248387096774194,1685.5380000000002,Data & AI
Data Analyst,Germany,Senior,Bachelor,2033,31886.77,0.73,SQL,86,1056,0,High,High Risk,10.369946469204875,High Risk,Low Demand,3,30.167237464522234,8609.4279,Data & AI
Cloud Engineer,Canada,Entry,Master,2021,23659.68,0.31,AWS,97,9303,1,High,Medium Risk,10.071527612504314,Medium Risk,Low Demand,1,2.542957867583835,16325.179199999999,Cloud & DevOps
ML Engineer,Canada,Entry,PhD,2034,33778.28,0.34,Python,85,7553,1,High,Medium Risk,10.427573271362657,Medium Risk,Low Demand,1,4.4715753243314795,22293.664799999995,Data & AI
Cybersecurity Analyst,Germany,Senior,Master,2031,45890.89,0.31,Security,68,45348,2,High,Medium Risk,10.734021901404343,Medium Risk,High Demand,3,1.0119493263357515,31664.714099999997,Cybersecurity
AI Researcher,India,Entry,PhD,2023,11180.8,0.13,Deep Learning,75,19677,1,Medium,Low Risk,9.321953300499683,Low Risk,Medium Demand,1,0.5681878239658501,9727.295999999998,Data & AI
Cloud Engineer,India,Mid,Master,2027,15995.59,0.37,AWS,72,5617,1,Medium,Medium Risk,9.680068338230367,Medium Risk,Low Demand,2,2.8472036311854754,10077.2217,Cloud & DevOps
Data Scientist,Australia,Mid,Master,2015,29617.08,0.25,Python,89,36079,2,High,Low Risk,10.296106500923099,Low Risk,High Demand,2,0.8208725055432373,22212.81,Data & AI
Business Analyst,Canada,Senior,PhD,2031,39836.22,0.81,Excel,77,47785,1,High,High Risk,10.592531827679116,High Risk,High Demand,3,0.8336378855731804,7568.881799999998,Business & Analytics
AI Researcher,India,Entry,Bachelor,2016,9217.51,0.06,Deep Learning,68,27562,1,Low,Low Risk,9.128860215000579,Low Risk,Medium Demand,1,0.3344160650146936,8664.4594,Data & AI
AI Researcher,USA,Senior,Bachelor,2021,80371.16,0.11,Deep Learning,80,2885,2,High,Low Risk,11.294410684348842,Low Risk,Low Demand,3,27.84863478863479,71530.3324,Data & AI
Product Manager,Australia,Senior,Master,2021,54214.98,0.36,Strategy,85,44271,2,High,Medium Risk,10.900712533004619,Medium Risk,High Demand,3,1.22458845319841,34697.5872,Business & Analytics
Product Manager,Germany,Mid,Master,2016,31502.41,0.31,Strategy,73,37007,1,High,Medium Risk,10.35781932982365,Medium Risk,High Demand,2,0.8512324362300043,21736.6629,Business & Analytics
Software Engineer,Canada,Mid,Bachelor,2031,35155.29,0.51,Java,76,34637,1,High,Medium Risk,10.46753038378143,Medium Risk,High Demand,2,1.0149341763381259,17226.0921,Software Engineering
Data Analyst,Germany,Entry,Bachelor,2020,12584.88,0.6,SQL,82,31306,1,Medium,High Risk,9.44025137236305,High Risk,High Demand,1,0.40198294311176413,5033.952,Data & AI
Cloud Engineer,India,Mid,PhD,2027,16224.12,0.37,AWS,83,19907,1,Medium,Medium Risk,9.69425430281326,Medium Risk,Medium Demand,2,0.8149547920433997,10221.195600000001,Cloud & DevOps
Cloud Engineer,UK,Mid,PhD,2020,37098.88,0.3,AWS,99,30158,2,High,Medium Risk,10.521342059460594,Medium Risk,High Demand,2,1.2301097516495905,25969.215999999997,Cloud & DevOps
Business Analyst,UK,Senior,PhD,2024,39762.59,0.74,Excel,72,34387,1,High,High Risk,10.590681799494009,High Risk,High Demand,3,1.1562926020704896,10338.2734,Business & Analytics
Software Engineer,USA,Senior,Bachelor,2015,42813.19,0.35,Java,68,42406,2,High,Medium Risk,10.664601511663028,Medium Risk,High Demand,3,1.009578371495272,27828.573500000002,Software Engineering
Data Analyst,Canada,Entry,Bachelor,2023,14587.75,0.63,SQL,86,3460,0,Medium,High Risk,9.587937414408541,High Risk,Low Demand,1,4.214894539150534,5397.4675,Data & AI
Data Analyst,Germany,Mid,Master,2033,22743.65,0.73,SQL,81,37210,1,High,High Risk,10.032041264538494,High Risk,High Demand,2,0.61120770739835,6140.785500000001,Data & AI
ML Engineer,USA,Entry,Master,2021,33790.0,0.21,Python,66,11529,1,High,Low Risk,10.427920179708336,Low Risk,Medium Demand,1,2.9306157849089334,26694.100000000002,Data & AI
Software Engineer,UK,Senior,Master,2017,42345.36,0.37,Java,82,47798,2,High,Medium Risk,10.65361413091361,Medium Risk,High Demand,3,0.8859047260402937,26677.5768,Software Engineering
Cybersecurity Analyst,UK,Senior,Bachelor,2024,47357.6,0.24,Security,72,14142,2,High,Low Risk,10.765482592598156,Low Risk,Medium Demand,3,3.3484833486530436,35991.776,Cybersecurity
Data Analyst,USA,Mid,Bachelor,2023,27320.46,0.63,SQL,94,34593,1,High,High Risk,10.215391151024676,High Risk,High Demand,2,0.7897456206278545,10108.5702,Data & AI
Business Analyst,India,Entry,PhD,2015,5128.95,0.65,Excel,72,45036,0,Low,High Risk,8.542656238852768,High Risk,High Demand,1,0.11388302950907031,1795.1324999999997,Business & Analytics
Business Analyst,India,Entry,Bachelor,2017,5508.2,0.67,Excel,80,49791,0,Low,High Risk,8.613993170009948,High Risk,High Demand,1,0.11062419665809768,1817.7059999999997,Business & Analytics
Software Engineer,UK,Senior,PhD,2032,56312.85,0.52,Java,77,39164,2,High,Medium Risk,10.938678029647694,Medium Risk,High Demand,3,1.4378360781309842,27030.167999999998,Software Engineering
Cybersecurity Analyst,Germany,Entry,PhD,2033,22851.96,0.33,Security,83,26198,1,High,Medium Risk,10.036792169448983,Medium Risk,Medium Demand,1,0.8722455055536471,15310.813199999999,Cybersecurity
Business Analyst,USA,Senior,PhD,2019,38030.4,0.69,Excel,82,32171,1,High,High Risk,10.546141118879087,High Risk,High Demand,3,1.1820962327489744,11789.424000000003,Business & Analytics
Software Engineer,USA,Mid,PhD,2027,45166.82,0.47,Java,65,48003,1,High,Medium Risk,10.718118025461969,Medium Risk,High Demand,2,0.9408970085826182,23938.4146,Software Engineering
Data Analyst,USA,Mid,Master,2029,27780.86,0.69,SQL,98,37649,1,High,High Risk,10.23210257335256,High Risk,High Demand,2,0.7378714475431607,8612.066600000002,Data & AI
AI Researcher,India,Entry,PhD,2016,8788.82,0.06,Deep Learning,75,15849,1,Low,Low Risk,9.081235738209287,Low Risk,Medium Demand,1,0.5544996845425867,8261.4908,Data & AI
Data Scientist,Germany,Senior,Master,2030,59057.01,0.4,Python,60,6445,1,High,Medium Risk,10.986258527534806,Medium Risk,Low Demand,3,9.161807322370462,35434.206,Data & AI
Software Engineer,Germany,Entry,PhD,2023,18446.67,0.43,Java,88,4339,1,Medium,Medium Risk,9.82263914537391,Medium Risk,Low Demand,1,4.250384792626727,10514.6019,Software Engineering
Software Engineer,India,Senior,Master,2015,13608.08,0.35,Java,62,36136,1,Medium,Medium Risk,9.518419012953185,Medium Risk,High Demand,3,0.376569167335418,8845.252,Software Engineering
Data Analyst,Canada,Mid,PhD,2030,23180.47,0.7,SQL,83,39973,1,High,High Risk,10.051065392788272,High Risk,High Demand,2,0.5798886776404664,6954.141000000001,Data & AI
Software Engineer,Australia,Senior,Bachelor,2024,45385.4,0.44,Java,67,4691,1,High,Medium Risk,10.72294574640652,Medium Risk,Low Demand,3,9.672932651321398,25415.824000000004,Software Engineering
Cloud Engineer,USA,Senior,Master,2029,77914.29,0.39,AWS,89,18776,2,High,Medium Risk,11.26336465534381,Medium Risk,Medium Demand,3,4.149453586834957,47527.71689999999,Cloud & DevOps
Business Analyst,Canada,Entry,Master,2026,18232.8,0.76,Excel,91,28584,0,Medium,High Risk,9.810977448857122,High Risk,Medium Demand,1,0.6378450236137835,4375.871999999999,Business & Analytics
DevOps Engineer,Canada,Entry,Master,2035,32979.28,0.4,Docker,70,6487,1,High,Medium Risk,10.403634764462304,Medium Risk,Low Demand,1,5.0831196054254,19787.568,Cloud & DevOps
Cloud Engineer,UK,Entry,PhD,2027,29914.38,0.37,AWS,79,12280,1,High,Medium Risk,10.306094580220757,Medium Risk,Medium Demand,1,2.435826072795375,18846.059400000002,Cloud & DevOps
Cloud Engineer,UK,Mid,Master,2019,34738.3,0.29,AWS,82,9621,1,High,Low Risk,10.455598103652434,Low Risk,Low Demand,2,3.6102993140719186,24664.193,Cloud & DevOps
Business Analyst,Australia,Senior,Master,2026,35960.17,0.76,Excel,87,29768,1,High,High Risk,10.490167216049354,High Risk,Medium Demand,3,1.2079737310625147,8630.440799999998,Business & Analytics
AI Researcher,USA,Senior,Master,2019,80963.92,0.09,Deep Learning,88,18434,2,High,Low Risk,11.301758902321463,Low Risk,Medium Demand,3,4.391858963927312,73677.1672,Data & AI
Cloud Engineer,Germany,Senior,Master,2029,59949.81,0.39,AWS,69,36577,2,High,Medium Risk,11.001262991142882,Medium Risk,High Demand,3,1.6389581169008693,36569.384099999996,Cloud & DevOps
DevOps Engineer,Australia,Entry,Bachelor,2025,26293.56,0.3,Docker,69,36185,1,High,Medium Risk,10.177079321260905,Medium Risk,High Demand,1,0.7266224506715304,18405.492,Cloud & DevOps
DevOps Engineer,Australia,Entry,PhD,2025,24097.19,0.3,Docker,97,26474,2,High,Medium Risk,10.089850515170355,Medium Risk,Medium Demand,1,0.9101865911237016,16868.033,Cloud & DevOps
DevOps Engineer,Australia,Senior,Bachelor,2033,64438.99,0.38,Docker,96,8292,2,High,Medium Risk,11.073474163673357,Medium Risk,Low Demand,3,7.77028698902689,39952.1738,Cloud & DevOps
ML Engineer,India,Senior,Master,2017,20355.06,0.17,Python,98,24465,2,High,Low Risk,9.921084808611438,Low Risk,Medium Demand,3,0.8319733507725007,16894.6998,Data & AI
AI Researcher,USA,Senior,PhD,2016,70257.48,0.06,Deep Learning,79,2091,2,High,Low Risk,11.15992205839606,Low Risk,Low Demand,3,33.58388145315487,66042.0312,Data & AI
DevOps Engineer,USA,Senior,Bachelor,2023,63831.32,0.28,Docker,70,1260,2,High,Low Risk,11.063999257967343,Low Risk,Low Demand,3,50.619603489294214,45958.5504,Cloud & DevOps
DevOps Engineer,Australia,Entry,PhD,2022,23139.62,0.27,Docker,96,43145,2,High,Low Risk,10.049301578832361,Low Risk,High Demand,1,0.5363097390256338,16891.922599999998,Cloud & DevOps
Cloud Engineer,UK,Entry,Master,2026,31020.29,0.36,AWS,77,29109,1,High,Medium Risk,10.342396785494051,Medium Risk,Medium Demand,1,1.0656231535554792,19852.9856,Cloud & DevOps
DevOps Engineer,UK,Senior,PhD,2027,63204.75,0.32,Docker,99,28920,2,High,Medium Risk,11.05413473553856,Medium Risk,Medium Demand,3,2.18542754399917,42979.229999999996,Cloud & DevOps
Software Engineer,Canada,Mid,PhD,2028,35518.47,0.48,Java,88,22545,1,High,Medium Risk,10.477808121854057,Medium Risk,Medium Demand,2,1.5753778940832077,18469.6044,Software Engineering
Data Scientist,India,Senior,PhD,2029,22807.82,0.39,Python,67,9556,1,High,Medium Risk,10.034858738593636,Medium Risk,Low Demand,3,2.38650413309616,13912.770199999999,Data & AI
ML Engineer,Australia,Entry,PhD,2015,21707.6,0.15,Python,66,39893,2,High,Low Risk,9.985417708626942,Low Risk,High Demand,1,0.5441319496666165,18451.46,Data & AI
DevOps Engineer,USA,Mid,Bachelor,2017,41723.98,0.22,Docker,87,19922,2,High,Low Risk,10.63883130245532,Low Risk,Medium Demand,2,2.0942619083471365,32544.704400000002,Cloud & DevOps
Cybersecurity Analyst,India,Mid,Master,2021,10274.38,0.21,Security,79,10945,1,Medium,Low Risk,9.237408696911263,Low Risk,Medium Demand,2,0.9386424264571532,8116.7602,Cybersecurity
DevOps Engineer,Australia,Entry,Bachelor,2015,20203.45,0.2,Docker,67,39796,1,High,Low Risk,9.913608660885197,Low Risk,High Demand,1,0.507662637887278,16162.760000000002,Cloud & DevOps
Data Analyst,USA,Mid,Bachelor,2021,22330.6,0.61,SQL,60,47664,1,High,High Risk,10.013713214155262,High Risk,High Demand,2,0.46849050666107206,8708.934,Data & AI
ML Engineer,Australia,Entry,Bachelor,2023,27605.09,0.23,Python,85,42168,2,High,Low Risk,10.225755454991765,Low Risk,High Demand,1,0.6546299414261662,21255.9193,Data & AI
Business Analyst,USA,Mid,Master,2027,34465.83,0.77,Excel,68,31013,0,High,High Risk,10.447723677432213,High Risk,High Demand,2,1.1112990907332174,7927.140899999999,Business & Analytics
Data Analyst,Australia,Senior,Master,2025,34697.06,0.65,SQL,72,31276,1,High,High Risk,10.454410236120697,High Risk,High Demand,3,1.1093474438085493,12143.970999999998,Data & AI
AI Researcher,Germany,Entry,Master,2028,30426.09,0.18,Deep Learning,60,7655,1,High,Low Risk,10.32305574301515,Low Risk,Low Demand,1,3.9741496865203763,24949.3938,Data & AI
Product Manager,Canada,Mid,PhD,2034,50735.82,0.49,Strategy,95,5030,2,High,Medium Risk,10.834387448995109,Medium Risk,Low Demand,2,10.08463923673226,25875.2682,Business & Analytics
Product Manager,USA,Senior,Master,2016,67582.26,0.31,Strategy,87,35168,2,High,Medium Risk,11.121100801555816,Medium Risk,High Demand,3,1.921642924166169,46631.759399999995,Business & Analytics
Business Analyst,Germany,Mid,Bachelor,2023,23163.53,0.73,Excel,86,37491,1,High,High Risk,10.050334338034498,High Risk,High Demand,2,0.6178259361997226,6254.1531,Business & Analytics
Business Analyst,UK,Senior,Bachelor,2028,41174.72,0.78,Excel,62,5781,0,High,High Risk,10.625579754779853,High Risk,Low Demand,3,7.121189899688689,9058.4384,Business & Analytics
Product Manager,Canada,Mid,PhD,2030,43966.84,0.45,Strategy,90,22446,2,High,Medium Risk,10.691190992410116,Medium Risk,Medium Demand,2,1.958695594066022,24181.762,Business & Analytics
Data Analyst,UK,Entry,Master,2017,11533.31,0.57,SQL,73,1642,0,Medium,Medium Risk,9.352994649254272,Medium Risk,Low Demand,1,7.019665246500304,4959.3233,Data & AI
Business Analyst,Germany,Senior,Bachelor,2017,27292.79,0.67,Excel,62,8549,0,High,High Risk,10.214377843727725,High Risk,Low Demand,3,3.19213918128655,9006.6207,Business & Analytics
Software Engineer,Australia,Senior,PhD,2018,43121.95,0.38,Java,94,47539,2,High,Medium Risk,10.671787427194875,Medium Risk,High Demand,3,0.9070666806899452,26735.608999999997,Software Engineering
Business Analyst,UK,Senior,Master,2022,33735.43,0.72,Excel,69,24016,1,High,High Risk,10.4263038993861,High Risk,Medium Demand,3,1.4046479576966315,9445.9204,Business & Analytics
Product Manager,UK,Entry,Master,2024,30321.51,0.39,Strategy,94,27911,2,High,Medium Risk,10.319612640627042,Medium Risk,Medium Demand,1,1.0863252364574376,18496.1211,Business & Analytics
DevOps Engineer,Australia,Mid,Bachelor,2034,45368.68,0.39,Docker,97,13823,2,High,Medium Risk,10.722577278119713,Medium Risk,Medium Demand,2,3.2818778935185184,27674.8948,Cloud & DevOps
AI Researcher,USA,Entry,PhD,2019,35325.43,0.09,Deep Learning,65,15690,2,High,Low Risk,10.472358380160879,Low Risk,Medium Demand,1,2.251317952966669,32146.141300000003,Data & AI
Product Manager,Australia,Entry,PhD,2029,30200.29,0.44,Strategy,72,22303,1,High,Medium Risk,10.315606805965862,Medium Risk,Medium Demand,1,1.354030218794835,16912.1624,Business & Analytics
Data Scientist,Canada,Entry,Master,2023,24024.7,0.33,Python,78,36595,1,High,Medium Risk,10.086837746767815,Medium Risk,High Demand,1,0.6564843152257077,16096.548999999999,Data & AI
Product Manager,UK,Senior,PhD,2016,49956.24,0.31,Strategy,71,1730,1,High,Medium Risk,10.818902701199155,Medium Risk,Low Demand,3,28.859757365684573,34469.80559999999,Business & Analytics
Cybersecurity Analyst,Canada,Entry,PhD,2031,23980.01,0.31,Security,62,40938,1,High,Medium Risk,10.084975845595597,Medium Risk,High Demand,1,0.5857497740540805,16546.206899999997,Cybersecurity
Business Analyst,India,Mid,Master,2020,8464.51,0.7,Excel,82,45207,0,Low,High Risk,9.043637407481297,High Risk,High Demand,2,0.1872347814546098,2539.3530000000005,Business & Analytics
Data Analyst,Germany,Senior,Master,2028,28495.73,0.68,SQL,83,7762,1,High,High Risk,10.257509530470518,High Risk,Low Demand,3,3.6707110653098027,9118.6336,Data & AI
Data Scientist,Australia,Entry,Bachelor,2021,20758.98,0.31,Python,79,24434,1,High,Medium Risk,9.940734203124785,Medium Risk,Medium Demand,1,0.8495592387968078,14323.696199999998,Data & AI
Business Analyst,UK,Entry,Bachelor,2027,18057.04,0.77,Excel,86,34044,0,Medium,High Risk,9.801290915420825,High Risk,High Demand,1,0.5303874284035835,4153.1192,Business & Analytics
ML Engineer,UK,Entry,Master,2020,26585.38,0.2,Python,72,48445,2,High,Low Risk,10.188116719610969,Low Risk,High Demand,1,0.5487631589811337,21268.304000000004,Data & AI
Software Engineer,Germany,Senior,PhD,2030,50881.65,0.5,Java,81,49621,2,High,Medium Risk,10.83725762673347,Medium Risk,High Demand,3,1.0253849099189876,25440.825,Software Engineering
Software Engineer,Australia,Mid,PhD,2018,28684.82,0.38,Java,96,41724,2,High,Medium Risk,10.264123341959634,Medium Risk,High Demand,2,0.6874732174955063,17784.5884,Software Engineering
Data Scientist,India,Entry,Bachelor,2034,11065.58,0.44,Python,86,29391,1,Medium,Medium Risk,9.31159466864416,Medium Risk,Medium Demand,1,0.376482716385411,6196.724800000001,Data & AI
Product Manager,USA,Mid,Master,2026,52481.55,0.41,Strategy,82,3526,1,High,Medium Risk,10.868216958242796,Medium Risk,Low Demand,2,14.879940459313865,30964.114500000007,Business & Analytics
AI Researcher,USA,Senior,PhD,2026,97611.01,0.16,Deep Learning,88,7574,2,High,Low Risk,11.48874557341596,Low Risk,Low Demand,3,12.885941914191418,81993.2484,Data & AI
DevOps Engineer,USA,Mid,Master,2016,40178.1,0.21,Docker,85,37051,2,High,Low Risk,10.601077350043283,Low Risk,High Demand,2,1.0843706142718341,31740.699,Cloud & DevOps
Cybersecurity Analyst,UK,Senior,PhD,2028,48203.16,0.28,Security,86,8896,2,High,Low Risk,10.783179858055693,Low Risk,Low Demand,3,5.417911655614253,34706.275200000004,Cybersecurity
Data Scientist,USA,Entry,Master,2026,31037.68,0.36,Python,82,12278,1,High,Medium Risk,10.342957229235772,Medium Risk,Medium Demand,1,2.52770421044059,19864.1152,Data & AI
Business Analyst,UK,Senior,Bachelor,2019,32497.68,0.69,Excel,69,26551,1,High,High Risk,10.388923981154441,High Risk,Medium Demand,3,1.223925881289545,10074.280800000002,Business & Analytics
Data Scientist,USA,Entry,Bachelor,2033,39732.2,0.43,Python,78,36338,1,High,Medium Risk,10.589917221048541,Medium Risk,High Demand,1,1.093376262417788,22647.354,Data & AI
ML Engineer,Australia,Entry,Master,2032,34702.72,0.32,Python,64,24871,1,High,Medium Risk,10.454573349030062,Medium Risk,Medium Demand,1,1.3952524927629464,23597.849599999998,Data & AI
Cloud Engineer,Canada,Mid,Master,2017,29213.49,0.27,AWS,85,31279,2,High,Low Risk,10.282385867874927,Low Risk,High Demand,2,0.9339351023017903,21325.847700000002,Cloud & DevOps
ML Engineer,Canada,Mid,Bachelor,2032,47318.2,0.32,Python,75,14156,2,High,Medium Risk,10.764650278484634,Medium Risk,Medium Demand,2,3.3423889242071056,32176.375999999997,Data & AI
Data Analyst,India,Entry,Bachelor,2024,5665.26,0.64,SQL,63,3019,0,Low,High Risk,8.642108068260645,High Risk,Low Demand,1,1.8759139072847684,2039.4936,Data & AI
ML Engineer,Australia,Senior,Master,2015,50006.21,0.15,Python,76,19030,2,High,Low Risk,10.819902476698102,Low Risk,Medium Demand,3,2.6276186222479114,42505.2785,Data & AI
Cloud Engineer,USA,Senior,Bachelor,2018,69200.36,0.28,AWS,75,4420,2,High,Low Risk,11.144761343904367,Low Risk,Low Demand,3,15.652648722008596,49824.2592,Cloud & DevOps
DevOps Engineer,Australia,Mid,PhD,2031,42070.29,0.36,Docker,96,41253,2,High,Medium Risk,10.647097069833924,Medium Risk,High Demand,2,1.0197869297522664,26924.9856,Cloud & DevOps
Data Analyst,Germany,Entry,Master,2022,11658.43,0.62,SQL,69,5131,0,Medium,High Risk,9.36378480246808,High Risk,Low Demand,1,2.2717127825409196,4430.2034,Data & AI
Business Analyst,India,Entry,PhD,2030,7309.17,0.8,Excel,63,48147,0,Low,High Risk,8.896885003205664,High Risk,High Demand,1,0.15180630555786326,1461.8339999999996,Business & Analytics
Business Analyst,UK,Entry,Bachelor,2020,15674.99,0.7,Excel,95,21593,1,Medium,High Risk,9.659821727542385,High Risk,Medium Demand,1,0.7258956191534686,4702.497,Business & Analytics
AI Researcher,Canada,Senior,PhD,2032,76741.09,0.22,Deep Learning,77,45308,2,High,Low Risk,11.248192567505127,Low Risk,High Demand,3,1.693727294797943,59858.0502,Data & AI
Data Scientist,India,Senior,Bachelor,2031,21954.94,0.41,Python,64,43725,1,High,Medium Risk,9.99674745012941,Medium Risk,High Demand,3,0.5021026391620546,12953.414600000002,Data & AI
ML Engineer,USA,Mid,PhD,2017,44886.5,0.17,Python,71,6024,2,High,Low Risk,10.711892360369166,Low Risk,Low Demand,2,7.450041493775934,37255.795,Data & AI
Product Manager,India,Entry,PhD,2028,10663.87,0.43,Strategy,90,32770,1,Medium,Medium Risk,9.274616671236602,Medium Risk,High Demand,1,0.3254056940587715,6078.405900000002,Business & Analytics
Cloud Engineer,India,Mid,Master,2016,10968.92,0.26,AWS,96,48805,2,Medium,Low Risk,9.302821098103673,Low Risk,High Demand,2,0.22474531819858215,8117.0008,Cloud & DevOps
AI Researcher,USA,Mid,Master,2015,42214.54,0.05,Deep Learning,85,3369,2,High,Low Risk,10.650519990443497,Low Risk,Low Demand,2,12.526569732937686,40103.813,Data & AI
Software Engineer,Australia,Senior,Master,2027,51869.92,0.47,Java,76,44270,2,High,Medium Risk,10.856494325026924,Medium Risk,High Demand,3,1.1716455467461768,27491.0576,Software Engineering
Business Analyst,Canada,Entry,PhD,2019,13844.61,0.69,Excel,96,36109,1,Medium,High Risk,9.535651266194224,High Risk,High Demand,1,0.38340099695375246,4291.829100000001,Business & Analytics
Business Analyst,Canada,Senior,Master,2035,45538.77,0.85,Excel,60,16256,0,High,High Risk,10.726319330030314,High Risk,Medium Demand,3,2.8011791843513563,6830.815500000001,Business & Analytics
ML Engineer,India,Senior,PhD,2024,24707.96,0.24,Python,83,9884,1,High,Low Risk,10.114880737905624,Low Risk,Low Demand,3,2.49954071825999,18778.0496,Data & AI
Business Analyst,USA,Mid,PhD,2015,24465.79,0.65,Excel,76,38895,1,High,High Risk,10.10503109422988,High Risk,High Demand,2,0.6290052961744138,8563.0265,Business & Analytics
AI Researcher,USA,Senior,Bachelor,2019,78710.79,0.09,Deep Learning,86,23161,2,High,Low Risk,11.273535527930239,Low Risk,Medium Demand,3,3.398272601675157,71626.8189,Data & AI
Data Analyst,Germany,Mid,Master,2023,19032.33,0.63,SQL,75,18412,0,Medium,High Risk,9.85389439105063,High Risk,Medium Demand,2,1.0336354749361865,7041.962100000001,Data & AI
Business Analyst,Australia,Mid,Master,2032,28132.18,0.82,Excel,86,26717,0,High,High Risk,10.244669395814947,High Risk,Medium Demand,2,1.0529298600194625,5063.792400000001,Business & Analytics
Product Manager,Germany,Mid,Master,2031,46313.98,0.46,Strategy,65,21594,1,High,Medium Risk,10.74319913834295,Medium Risk,Medium Demand,2,2.1446621903218337,25009.549200000005,Business & Analytics
Business Analyst,UK,Senior,PhD,2032,41801.61,0.82,Excel,73,14733,0,High,High Risk,10.640690134517508,High Risk,Medium Demand,3,2.8370849735306094,7524.289800000002,Business & Analytics
